id	multiplicon	genome	list	first	last	order
32036	16018	reesei	CP016232.1	mRNA_1789	mRNA_1789	1
32037	16019	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32038	16019	reesei	CP016232.1	mRNA_4911	mRNA_4911	1
32039	16020	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32040	16020	reesei	CP016232.1	mRNA_4911	mRNA_4911	1
32041	16021	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32042	16021	reesei	CP016232.1	mRNA_4911	mRNA_4911	1
32043	16022	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32044	16022	reesei	CP016232.1	mRNA_4911	mRNA_4911	1
32045	16023	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32046	16023	reesei	CP016232.1	mRNA_4911	mRNA_4911	1
32047	16024	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32048	16024	reesei	CP016232.1	mRNA_1789	mRNA_1789	1
32049	16025	atroviride	contig_3	Tatro_006208-T1	Tatro_006208-T1	0
32050	16025	reesei	CP016232.1	mRNA_6946	mRNA_6946	1
32051	16026	atroviride	contig_3	Tatro_006208-T1	Tatro_006208-T1	0
32052	16026	reesei	CP016232.1	mRNA_6946	mRNA_6946	1
32053	16027	atroviride	contig_3	Tatro_006205-T1	Tatro_006205-T1	0
32054	16027	reesei	CP016232.1	mRNA_2912	mRNA_2912	1
32055	16028	atroviride	contig_3	Tatro_006166-T1	Tatro_006166-T1	0
32056	16028	reesei	CP016232.1	mRNA_3698	mRNA_3698	1
32057	16029	atroviride	contig_3	Tatro_006144-T1	Tatro_006144-T1	0
32058	16029	reesei	CP016232.1	mRNA_4197	mRNA_4197	1
32059	16030	atroviride	contig_3	Tatro_006144-T1	Tatro_006144-T1	0
32060	16030	reesei	CP016232.1	mRNA_4197	mRNA_4197	1
32061	16031	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32062	16031	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32063	16032	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32064	16032	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32065	16033	atroviride	contig_3	Tatro_006113-T1	Tatro_006113-T1	0
32066	16033	reesei	CP016232.1	mRNA_2259	mRNA_2259	1
32067	16034	atroviride	contig_3	Tatro_006081-T1	Tatro_006081-T1	0
32068	16034	reesei	CP016232.1	mRNA_230	mRNA_230	1
32069	16035	atroviride	contig_3	Tatro_005929-T1	Tatro_005929-T1	0
32070	16035	reesei	CP016232.1	mRNA_6343	mRNA_6343	1
32071	16036	atroviride	contig_3	Tatro_005929-T1	Tatro_005929-T1	0
32072	16036	reesei	CP016232.1	mRNA_6343	mRNA_6343	1
32073	16037	atroviride	contig_3	Tatro_005901-T1	Tatro_005901-T1	0
32074	16037	reesei	CP016232.1	mRNA_1522	mRNA_1522	1
32075	16038	atroviride	contig_3	Tatro_005901-T1	Tatro_005901-T1	0
32076	16038	reesei	CP016232.1	mRNA_1522	mRNA_1522	1
32077	16039	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	0
32078	16039	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32079	16040	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	0
32080	16040	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32081	16041	atroviride	contig_3	Tatro_005832-T1	Tatro_005832-T1	0
32082	16041	reesei	CP016232.1	mRNA_3735	mRNA_3735	1
32083	16042	atroviride	contig_3	Tatro_005832-T1	Tatro_005832-T1	0
32084	16042	reesei	CP016232.1	mRNA_3735	mRNA_3735	1
32085	16043	atroviride	contig_3	Tatro_005794-T1	Tatro_005794-T1	0
32086	16043	reesei	CP016232.1	mRNA_6117	mRNA_6117	1
32087	16044	atroviride	contig_3	Tatro_005794-T1	Tatro_005794-T1	0
32088	16044	reesei	CP016232.1	mRNA_6117	mRNA_6117	1
32089	16045	atroviride	contig_3	Tatro_005794-T1	Tatro_005794-T1	0
32090	16045	reesei	CP016232.1	mRNA_6117	mRNA_6117	1
32091	16046	atroviride	contig_3	Tatro_005599-T1	Tatro_005599-T1	0
32092	16046	reesei	CP016232.1	mRNA_6344	mRNA_6344	1
32093	16047	atroviride	contig_3	Tatro_005551-T1	Tatro_005551-T1	0
32094	16047	reesei	CP016232.1	mRNA_2861	mRNA_2861	1
32095	16048	atroviride	contig_3	Tatro_005551-T1	Tatro_005551-T1	0
32096	16048	reesei	CP016232.1	mRNA_2861	mRNA_2861	1
32097	16049	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	0
32098	16049	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32099	16050	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	0
32100	16050	reesei	CP016232.1	mRNA_7672	mRNA_7672	1
32101	16051	atroviride	contig_3	Tatro_005501-T1	Tatro_005502-T1	0
32102	16051	reesei	CP016232.1	mRNA_7340	mRNA_7356	1
32103	16052	atroviride	contig_3	Tatro_005462-T1	Tatro_005462-T1	0
32104	16052	reesei	CP016232.1	mRNA_7578	mRNA_7578	1
32105	16053	atroviride	contig_3	Tatro_005462-T1	Tatro_005462-T1	0
32106	16053	reesei	CP016232.1	mRNA_7578	mRNA_7578	1
32107	16054	atroviride	contig_3	Tatro_005368-T1	Tatro_005368-T1	0
32108	16054	reesei	CP016232.1	mRNA_7737	mRNA_7737	1
32109	16055	atroviride	contig_3	Tatro_005368-T1	Tatro_005368-T1	0
32110	16055	reesei	CP016232.1	mRNA_7737	mRNA_7737	1
32111	16056	atroviride	contig_3	Tatro_005368-T1	Tatro_005368-T1	0
32112	16056	reesei	CP016232.1	mRNA_7737	mRNA_7737	1
32113	16057	atroviride	contig_3	Tatro_005368-T1	Tatro_005368-T1	0
32114	16057	reesei	CP016232.1	mRNA_7737	mRNA_7737	1
32115	16058	atroviride	contig_3	Tatro_005368-T1	Tatro_005368-T1	0
32116	16058	reesei	CP016232.1	mRNA_7531	mRNA_7531	1
32117	16059	atroviride	contig_3	Tatro_005357-T1	Tatro_005357-T1	0
32118	16059	reesei	CP016232.1	mRNA_8191	mRNA_8191	1
32119	16060	atroviride	contig_3	Tatro_005317-T1	Tatro_005317-T1	0
32120	16060	reesei	CP016232.1	mRNA_3623	mRNA_3623	1
32121	16061	atroviride	contig_3	Tatro_005317-T1	Tatro_005317-T1	0
32122	16061	reesei	CP016232.1	mRNA_3623	mRNA_3623	1
32123	16062	atroviride	contig_3	Tatro_005270-T1	Tatro_005270-T1	0
32124	16062	reesei	CP016232.1	mRNA_307	mRNA_307	1
32125	16063	atroviride	contig_3	Tatro_005252-T1	Tatro_005252-T1	0
32126	16063	reesei	CP016232.1	mRNA_7236	mRNA_7236	1
32127	16064	atroviride	contig_3	Tatro_005252-T1	Tatro_005252-T1	0
32128	16064	reesei	CP016232.1	mRNA_7236	mRNA_7236	1
32129	16065	atroviride	contig_3	Tatro_005248-T1	Tatro_005248-T1	0
32130	16065	reesei	CP016232.1	mRNA_8148	mRNA_8148	1
32131	16066	atroviride	contig_3	Tatro_005170-T1	Tatro_005170-T1	0
32132	16066	reesei	CP016232.1	mRNA_7694	mRNA_7694	1
32133	16067	atroviride	contig_3	Tatro_005170-T1	Tatro_005170-T1	0
32134	16067	reesei	CP016232.1	mRNA_7694	mRNA_7694	1
32135	16068	atroviride	contig_3	Tatro_005146-T1	Tatro_005146-T1	0
32136	16068	reesei	CP016232.1	mRNA_4383	mRNA_4383	1
32137	16069	atroviride	contig_3	Tatro_005146-T1	Tatro_005146-T1	0
32138	16069	reesei	CP016232.1	mRNA_4383	mRNA_4383	1
32139	16070	atroviride	contig_3	Tatro_005106-T1	Tatro_005106-T1	0
32140	16070	reesei	CP016232.1	mRNA_7130	mRNA_7130	1
32141	16071	atroviride	contig_3	Tatro_005088-T1	Tatro_005088-T1	0
32142	16071	reesei	CP016232.1	mRNA_6973	mRNA_6973	1
32143	16072	atroviride	contig_3	Tatro_005079-T1	Tatro_005079-T1	0
32144	16072	reesei	CP016232.1	mRNA_6881	mRNA_6881	1
32145	16073	atroviride	contig_3	Tatro_005064-T1	Tatro_005064-T1	0
32146	16073	reesei	CP016232.1	mRNA_362	mRNA_362	1
32147	16074	atroviride	contig_3	Tatro_005064-T1	Tatro_005064-T1	0
32148	16074	reesei	CP016232.1	mRNA_362	mRNA_362	1
32149	16075	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32150	16075	reesei	CP016232.1	mRNA_4916	mRNA_4916	1
32151	16076	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32152	16076	reesei	CP016232.1	mRNA_1789	mRNA_1789	1
32153	16077	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32154	16077	reesei	CP016232.1	mRNA_4916	mRNA_4916	1
32155	16078	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32156	16078	reesei	CP016232.1	mRNA_4916	mRNA_4916	1
32157	16079	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32158	16079	reesei	CP016232.1	mRNA_4916	mRNA_4916	1
32159	16080	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32160	16080	reesei	CP016232.1	mRNA_1789	mRNA_1789	1
32161	16081	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	0
32162	16081	reesei	CP016232.1	mRNA_4916	mRNA_4916	1
32163	16082	atroviride	contig_3	Tatro_006671-T1	Tatro_006671-T1	0
32164	16082	atroviride	contig_3	Tatro_005832-T1	Tatro_005832-T1	1
32165	16083	atroviride	contig_3	Tatro_006671-T1	Tatro_006671-T1	0
32166	16083	atroviride	contig_3	Tatro_005832-T1	Tatro_005832-T1	1
32167	16084	atroviride	contig_3	Tatro_006660-T1	Tatro_006660-T1	0
32168	16084	atroviride	contig_3	Tatro_005647-T1	Tatro_005647-T1	1
32169	16085	atroviride	contig_3	Tatro_006660-T1	Tatro_006660-T1	0
32170	16085	atroviride	contig_3	Tatro_005647-T1	Tatro_005647-T1	1
32171	16086	atroviride	contig_3	Tatro_006660-T1	Tatro_006660-T1	0
32172	16086	atroviride	contig_3	Tatro_005647-T1	Tatro_005647-T1	1
32173	16087	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32174	16087	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32175	16088	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32176	16088	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	1
32177	16089	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32178	16089	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	1
32179	16090	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32180	16090	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	1
32181	16091	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32182	16091	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32183	16092	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32184	16092	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	1
32185	16093	atroviride	contig_3	Tatro_006594-T1	Tatro_006595-T1	0
32186	16093	atroviride	contig_3	Tatro_005904-T1	Tatro_005905-T1	1
32187	16094	atroviride	contig_3	Tatro_006586-T1	Tatro_006586-T1	0
32188	16094	atroviride	contig_3	Tatro_005462-T1	Tatro_005462-T1	1
32189	16095	atroviride	contig_3	Tatro_006586-T1	Tatro_006586-T1	0
32190	16095	atroviride	contig_3	Tatro_005462-T1	Tatro_005462-T1	1
32191	16096	atroviride	contig_3	Tatro_006572-T1	Tatro_006572-T1	0
32192	16096	atroviride	contig_3	Tatro_006335-T1	Tatro_006335-T1	1
32193	16097	atroviride	contig_3	Tatro_006572-T1	Tatro_006572-T1	0
32194	16097	atroviride	contig_3	Tatro_006335-T1	Tatro_006335-T1	1
32195	16098	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32196	16098	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	1
32197	16099	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32198	16099	atroviride	contig_3	Tatro_005505-T1	Tatro_005506-T1	1
32199	16100	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32200	16100	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	1
32201	16101	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32202	16101	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32203	16102	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32204	16102	atroviride	contig_3	Tatro_005505-T1	Tatro_005505-T1	1
32205	16103	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32206	16103	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	1
32207	16104	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32208	16104	atroviride	contig_3	Tatro_005505-T1	Tatro_005506-T1	1
32209	16105	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32210	16105	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	1
32211	16106	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32212	16106	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32213	16107	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32214	16107	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32215	16108	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32216	16108	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32217	16109	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32218	16109	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32219	16110	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32220	16110	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32221	16111	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32222	16111	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32223	16112	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32224	16112	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32225	16113	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32226	16113	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32227	16114	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32228	16114	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32229	16115	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32230	16115	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32231	16116	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32232	16116	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32233	16117	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32234	16117	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32235	16118	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32236	16118	atroviride	contig_3	Tatro_006334-T1	Tatro_006334-T1	1
32237	16119	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32238	16119	atroviride	contig_3	Tatro_005510-T1	Tatro_005510-T1	1
32239	16120	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	0
32240	16120	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32241	16121	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	0
32242	16121	atroviride	contig_3	Tatro_005505-T1	Tatro_005506-T1	1
32243	16122	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	0
32244	16122	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	1
32245	16123	atroviride	contig_3	Tatro_006439-T1	Tatro_006439-T1	0
32246	16123	atroviride	contig_3	Tatro_006181-T1	Tatro_006181-T1	1
32247	16124	atroviride	contig_3	Tatro_006439-T1	Tatro_006439-T1	0
32248	16124	atroviride	contig_3	Tatro_006184-T1	Tatro_006184-T1	1
32249	16125	atroviride	contig_3	Tatro_006439-T1	Tatro_006439-T1	0
32250	16125	atroviride	contig_3	Tatro_006181-T1	Tatro_006181-T1	1
32251	16126	atroviride	contig_3	Tatro_006439-T1	Tatro_006439-T1	0
32252	16126	atroviride	contig_3	Tatro_006184-T1	Tatro_006184-T1	1
32253	16127	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	0
32254	16127	atroviride	contig_3	Tatro_005505-T1	Tatro_005506-T1	1
32255	16128	atroviride	contig_3	Tatro_006412-T1	Tatro_006412-T1	0
32256	16128	atroviride	contig_3	Tatro_005505-T1	Tatro_005505-T1	1
32257	16129	atroviride	contig_3	Tatro_006407-T1	Tatro_006407-T1	0
32258	16129	atroviride	contig_3	Tatro_005794-T1	Tatro_005794-T1	1
32259	16130	atroviride	contig_3	Tatro_006405-T1	Tatro_006406-T1	0
32260	16130	atroviride	contig_3	Tatro_006222-T1	Tatro_006223-T1	1
32261	16131	atroviride	contig_3	Tatro_006405-T1	Tatro_006405-T1	0
32262	16131	atroviride	contig_3	Tatro_006182-T1	Tatro_006182-T1	1
32263	16132	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32264	16132	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	1
32265	16133	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32266	16133	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	1
32267	16134	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32268	16134	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	1
32269	16135	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32270	16135	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	1
32271	16136	atroviride	contig_3	Tatro_006275-T1	Tatro_006275-T1	0
32272	16136	atroviride	contig_3	Tatro_004971-T1	Tatro_004971-T1	1
32273	16137	atroviride	contig_3	Tatro_006208-T1	Tatro_006208-T1	0
32274	16137	atroviride	contig_3	Tatro_005551-T1	Tatro_005551-T1	1
32275	16138	atroviride	contig_3	Tatro_006208-T1	Tatro_006208-T1	0
32276	16138	atroviride	contig_3	Tatro_005551-T1	Tatro_005551-T1	1
32277	16139	atroviride	contig_3	Tatro_006184-T1	Tatro_006184-T1	0
32278	16139	atroviride	contig_3	Tatro_006181-T1	Tatro_006181-T1	1
32279	16140	atroviride	contig_3	Tatro_006184-T1	Tatro_006184-T1	0
32280	16140	atroviride	contig_3	Tatro_006181-T1	Tatro_006181-T1	1
32281	16141	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32282	16141	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	1
32283	16142	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32284	16142	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32285	16143	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32286	16143	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32287	16144	atroviride	contig_3	Tatro_006133-T1	Tatro_006133-T1	0
32288	16144	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	1
32289	16145	atroviride	contig_3	Tatro_006079-T1	Tatro_006079-T1	0
32290	16145	atroviride	contig_3	Tatro_005064-T1	Tatro_005064-T1	1
32291	16146	atroviride	contig_3	Tatro_006079-T1	Tatro_006079-T1	0
32292	16146	atroviride	contig_3	Tatro_005064-T1	Tatro_005064-T1	1
32293	16147	atroviride	contig_3	Tatro_005979-T1	Tatro_005979-T1	0
32294	16147	atroviride	contig_3	Tatro_005381-T1	Tatro_005381-T1	1
32295	16148	atroviride	contig_3	Tatro_005979-T1	Tatro_005979-T1	0
32296	16148	atroviride	contig_3	Tatro_005381-T1	Tatro_005381-T1	1
32297	16149	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	0
32298	16149	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32299	16150	atroviride	contig_3	Tatro_005886-T1	Tatro_005886-T1	0
32300	16150	atroviride	contig_3	Tatro_005514-T1	Tatro_005514-T1	1
32301	16151	atroviride	contig_3	Tatro_005181-T1	Tatro_005181-T1	0
32302	16151	atroviride	contig_3	Tatro_005179-T1	Tatro_005179-T1	1
32303	16152	atroviride	contig_3	Tatro_005181-T1	Tatro_005181-T1	0
32304	16152	atroviride	contig_3	Tatro_005179-T1	Tatro_005179-T1	1
32305	16153	atroviride	contig_3	Tatro_005181-T1	Tatro_005181-T1	0
32306	16153	atroviride	contig_3	Tatro_005179-T1	Tatro_005179-T1	1
32307	16154	atroviride	contig_3	Tatro_006661-T1	Tatro_006661-T1	0
32308	16154	atroviride	contig_2	Tatro_004593-T1	Tatro_004593-T1	1
32309	16155	atroviride	contig_3	Tatro_006661-T1	Tatro_006661-T1	0
32310	16155	atroviride	contig_2	Tatro_004593-T1	Tatro_004593-T1	1
32311	16156	atroviride	contig_3	Tatro_006661-T1	Tatro_006661-T1	0
32312	16156	atroviride	contig_2	Tatro_004593-T1	Tatro_004593-T1	1
32313	16157	atroviride	contig_3	Tatro_006661-T1	Tatro_006661-T1	0
32314	16157	atroviride	contig_2	Tatro_004593-T1	Tatro_004593-T1	1
32315	16158	atroviride	contig_3	Tatro_006661-T1	Tatro_006661-T1	0
32316	16158	atroviride	contig_2	Tatro_004593-T1	Tatro_004593-T1	1
32317	16159	atroviride	contig_3	Tatro_006660-T1	Tatro_006660-T1	0
32318	16159	atroviride	contig_2	Tatro_004789-T1	Tatro_004789-T1	1
32319	16160	atroviride	contig_3	Tatro_006660-T1	Tatro_006660-T1	0
32320	16160	atroviride	contig_2	Tatro_004789-T1	Tatro_004789-T1	1
32321	16161	atroviride	contig_3	Tatro_006631-T1	Tatro_006631-T1	0
32322	16161	atroviride	contig_2	Tatro_002903-T1	Tatro_002903-T1	1
32323	16162	atroviride	contig_3	Tatro_006631-T1	Tatro_006631-T1	0
32324	16162	atroviride	contig_2	Tatro_002903-T1	Tatro_002903-T1	1
32325	16163	atroviride	contig_3	Tatro_006630-T1	Tatro_006630-T1	0
32326	16163	atroviride	contig_2	Tatro_002746-T1	Tatro_002746-T1	1
32327	16164	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32328	16164	atroviride	contig_2	Tatro_004761-T1	Tatro_004761-T1	1
32329	16165	atroviride	contig_3	Tatro_006604-T1	Tatro_006604-T1	0
32330	16165	atroviride	contig_2	Tatro_004761-T1	Tatro_004761-T1	1
32331	16166	atroviride	contig_3	Tatro_006599-T1	Tatro_006599-T1	0
32332	16166	atroviride	contig_2	Tatro_004592-T1	Tatro_004592-T1	1
32333	16167	atroviride	contig_3	Tatro_006599-T1	Tatro_006599-T1	0
32334	16167	atroviride	contig_2	Tatro_002831-T1	Tatro_002831-T1	1
32335	16168	atroviride	contig_3	Tatro_006599-T1	Tatro_006599-T1	0
32336	16168	atroviride	contig_2	Tatro_004592-T1	Tatro_004592-T1	1
32337	16169	atroviride	contig_3	Tatro_006586-T1	Tatro_006586-T1	0
32338	16169	atroviride	contig_2	Tatro_002835-T1	Tatro_002835-T1	1
32339	16170	atroviride	contig_3	Tatro_006586-T1	Tatro_006586-T1	0
32340	16170	atroviride	contig_2	Tatro_002835-T1	Tatro_002835-T1	1
32341	16171	atroviride	contig_3	Tatro_006512-T1	Tatro_006512-T1	0
32342	16171	atroviride	contig_2	Tatro_003718-T1	Tatro_003718-T1	1
32343	16172	atroviride	contig_3	Tatro_006512-T1	Tatro_006512-T1	0
32344	16172	atroviride	contig_2	Tatro_003102-T1	Tatro_003102-T1	1
32345	16173	atroviride	contig_3	Tatro_006512-T1	Tatro_006512-T1	0
32346	16173	atroviride	contig_2	Tatro_003718-T1	Tatro_003718-T1	1
32347	16174	atroviride	contig_3	Tatro_006512-T1	Tatro_006512-T1	0
32348	16174	atroviride	contig_2	Tatro_003102-T1	Tatro_003102-T1	1
32349	16175	atroviride	contig_3	Tatro_006506-T1	Tatro_006506-T1	0
32350	16175	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
32351	16176	atroviride	contig_3	Tatro_006506-T1	Tatro_006506-T1	0
32352	16176	atroviride	contig_2	Tatro_004305-T1	Tatro_004305-T1	1
32353	16177	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32354	16177	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32355	16178	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32356	16178	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32357	16179	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32358	16179	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32359	16180	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32360	16180	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32361	16181	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32362	16181	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32363	16182	atroviride	contig_3	Tatro_006503-T1	Tatro_006503-T1	0
32364	16182	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32365	16183	atroviride	contig_3	Tatro_006498-T1	Tatro_006498-T1	0
32366	16183	atroviride	contig_2	Tatro_003645-T1	Tatro_003645-T1	1
32367	16184	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32368	16184	atroviride	contig_2	Tatro_003032-T1	Tatro_003032-T1	1
32369	16185	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32370	16185	atroviride	contig_2	Tatro_002788-T1	Tatro_002788-T1	1
32371	16186	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32372	16186	atroviride	contig_2	Tatro_002750-T1	Tatro_002750-T1	1
32373	16187	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32374	16187	atroviride	contig_2	Tatro_002788-T1	Tatro_002788-T1	1
32375	16188	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32376	16188	atroviride	contig_2	Tatro_003032-T1	Tatro_003032-T1	1
32377	16189	atroviride	contig_3	Tatro_006494-T1	Tatro_006494-T1	0
32378	16189	atroviride	contig_2	Tatro_002750-T1	Tatro_002750-T1	1
32379	16190	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	0
32380	16190	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32381	16191	atroviride	contig_3	Tatro_006493-T1	Tatro_006493-T1	0
32382	16191	atroviride	contig_2	Tatro_004639-T1	Tatro_004639-T1	1
32383	16192	atroviride	contig_3	Tatro_006436-T1	Tatro_006436-T1	0
32384	16192	atroviride	contig_2	Tatro_003066-T1	Tatro_003066-T1	1
32385	16193	atroviride	contig_3	Tatro_006436-T1	Tatro_006436-T1	0
32386	16193	atroviride	contig_2	Tatro_003066-T1	Tatro_003066-T1	1
32387	16194	atroviride	contig_3	Tatro_006422-T1	Tatro_006422-T1	0
32388	16194	atroviride	contig_2	Tatro_002776-T1	Tatro_002776-T1	1
32389	16195	atroviride	contig_3	Tatro_006422-T1	Tatro_006422-T1	0
32390	16195	atroviride	contig_2	Tatro_002776-T1	Tatro_002776-T1	1
32391	16196	atroviride	contig_3	Tatro_006407-T1	Tatro_006407-T1	0
32392	16196	atroviride	contig_2	Tatro_004113-T1	Tatro_004113-T1	1
